main-news,MSRpar,2012test,0,4.4,The problem likely will mean corrective changes before the shuttle fleet starts flying again.,He said the problem needs to be corrected before the space shuttle fleet is cleared to fly again.,,,,,,,,,,,
main-news,MSRpar,2012test,314,3.5,Founded in 1996 the LendingTree exchange consists of more than 200 banks lenders and brokers.,LendingTree matches borrowers via the Internet with more than 200 mortgage brokers banks and other lenders.,,,,,,,,,,,
main-news,MSRpar,2012test,315,3.25,Most taxpayers will get surprise tax cuts of between $4 and $11 a week from July 1.,Australia's 9 million income taxpayers received surprise tax cuts of between $3 and $11 a week from Treasurer Peter Costello last night.,,,,,,,,,,,
main-news,MSRpar,2012test,317,3,Gyorgy Heizler head of the local disaster unit said the coach was carrying 38 passengers., The head of the local disaster unit Gyorgy Heizler said the coach driver had failed to heed red stop lights.,,,,,,,,,,,
main-news,MSRpar,2012test,318,1.5,Tuition at four-year private colleges averaged $19 710 this year up 6 percent from 2002.,For the current academic year tuition at public colleges averaged $4694 up almost $600 from the year before.,,,,,,,,,,,
main-news,MSRpar,2012test,319,2,The statewide unemployment rate fell to 6.4 percent down from a revised 6.7 percent in August.,The unemployment rate in San Joaquin County dipped last month to 8.5 percent down nearly a full percentage point from August.,,,,,,,,,,,
main-news,MSRpar,2012test,321,3,Security lights have also been installed and police have swept the grounds for booby traps.,Security lights have also been installed on a barn near the front gate.,,,,,,,,,,,
main-news,MSRpar,2012test,322,4.75,But U.S. troops will not shrink from mounting raids and attacking their foes when their locations can be pinpointed.,But American troops will not shrink from mounting raids in the locations of their foes that can be pinpointed.,,,,,,,,,,,
main-news,MSRpar,2012test,323,4.778,Moore had no immediate comment Tuesday.,Moore did not have an immediate response Tuesday.,,,,,,,,,,,
main-news,MSRpar,2012test,324,3.2,A judge ordered the child placed in state custody Aug. 8.,On Aug.8 Juvenile Court Judge Robert Yeates ordered that Parker be placed in protective custody.,,,,,,,,,,,
main-news,MSRpar,2012test,326,3.2,But White House spokesman Ari Fleischer said yesterday: The steps the Iranians claim to have taken in terms of capturing al-Qa'ida are insufficient.,The steps that the Iranians claim to have taken in terms of capturing al-Qaida are insufficient.,,,,,,,,,,,
main-news,MSRpar,2012test,329,4.364,The results were released at Tuesday's meeting in Seattle of the American Thoracic Society and will be published in Thursday's New England Journal of Medicine.,The study results were released at a meeting in Seattle of the American Thoracic Society and also will be published in tomorrow's issue of The New England Journal of Medicine.,,,,,,,,,,,
main-news,MSRpar,2012test,330,3.8,His dissent was joined by Chief Justice William H. Rehnquist and Justice Clarence Thomas.,Chief Justice William H. Rehnquist and Justices Antonin Scalia and Clarence Thomas dissented.,,,,,,,,,,,
main-news,MSRpar,2012test,331,4.4,United already has paid the city $34 million in penalties for not meeting the first round of employment targets.,United has paid $34 million in penalties for failing to meet employment targets.,,,,,,,,,,,
main-news,MSRpar,2012test,332,4.5,Shelley's office reported Friday that 575 926 signatures have been reported to him.,Shelley's office released signature counts late Friday and said counties had reported counting 575926 signatures so far.,,,,,,,,,,,
main-news,MSRpar,2012test,333,4,Bush wanted to see an aircraft landing the same way that the pilots saw an aircraft landing White House press secretary Ari Fleischer said yesterday.,"On Tuesday, before Byrd's speech, Fleischer said Bush wanted ''to see an aircraft landing the same way that the pilots saw an aircraft landing.",,,,,,,,,,,
main-news,MSRpar,2012test,334,1.5,"Standing with reporters and photographers about 150 yards from the prison gates was Brent Newbury, president of the Rockland County Patrolmen's Benevolent Association.","The whole thing is a travesty  fumed Brent Newbury, president of the Rockland County Patrolmen's Benevolent Association.",,,,,,,,,,,
main-news,MSRpar,2012test,335,3,They were brutally beaten and it's really a wonder that Porchia is the only deceased in this case., It's a wonder that Porchia was the only deceased in this case Sax added.,,,,,,,,,,,
main-news,MSRpar,2012test,336,5,The gloves are off said UNIFI official Rob O'Neill.,Unifi official Rob O'Neill said: The gloves are off.,,,,,,,,,,,
main-news,MSRpar,2012test,337,3.6,Pratt &Whitney had said that 75 per cent of the engine equipment would be outsourced to Europe with final assembly in Germany.,Pratt & Whitney had said that if it won the contract 75 per cent of the engine equipment would be outsourced to European suppliers with final assembly in Germany.,,,,,,,,,,,
main-news,MSRpar,2012test,338,2.8,Staff writers Selwyn Crawford and Colleen McCain Nelson and Brian Anderson of DallasNews.com contributed to this report.,Staff writers Brandon Formby and Colleen McCain Nelson contributed to this report.,,,,,,,,,,,
main-news,MSRpar,2012test,339,1.8,The Commerce Commission would have been a significant hurdle for such a deal.,The New Zealand Commerce Commission had given Westpac no indication whether it would have approved its deal.,,,,,,,,,,,
main-news,MSRpar,2012test,340,3.4,Prosecutors filed a motion informing Lee they intend to seek the death penalty.,He added that prosecutors will seek the death penalty.,,,,,,,,,,,
main-news,MSRpar,2012test,344,3,American Masters: Arthur Miller Elia Kazan and the Blacklist: None Without Sin (Wed.,Note the subheading of this terrible parable in the American Masters series Arthur Miller Elia Kazan and the Blacklist: None Without Sin.,,,,,,,,,,,
main-news,MSRpar,2012test,345,2,That package included increases to both the city's sales and income taxes.,He also objects to the sales and personal income tax increases in the package.,,,,,,,,,,,
main-news,MSRpar,2012test,349,3.333,The songs are on offer for 99 cents each or $9.99 for an album.,The company will offer songs for 99 cents and albums for $9.95.,,,,,,,,,,,
main-news,MSRpar,2012test,350,4.25,Certainly what we know suggests that we should take what they're saying very seriously he added.,We don't know everything [but] what we know suggests that we should take what they're saying seriously he said.,,,,,,,,,,,
main-news,MSRpar,2012test,352,2,"Gillette shares rose $1.45, or 4.5 percent, to $33.95 in afternoon New York Stock Exchange trading.",Shares of Gillette closed down 45 cents at $33.70 in trading Wednesday on the New York Stock Exchange.,,,,,,,,,,,
main-news,MSRpar,2012test,353,1.6,"Shares of San Diego-based Jack In The Box closed at $21.49, up 78 cents, or 3.8 percent, on the New York Stock Exchange.","Shares of Tampa-based Outback Steakhouse Inc. closed at $44.50, up $1.78, or 4.2 percent, on the New York Stock Exchange.",,,,,,,,,,,
main-news,MSRpar,2012test,354,3.6,"The Dow Jones industrials climbed more than 140 points to above the 9,000 mark, the first time since December.","The Dow Jones industrials briefly surpassed the 9,000 mark for the first time since December.",,,,,,,,,,,
main-news,MSRpar,2012test,357,4.75,The government has chosen three companies to develop plans to protect commercial aircraft from shoulder-fired missile attacks homeland security officials announced Tuesday.,The Department of Homeland Security announced Tuesday that it has selected three companies to continue research into ways to thwart shoulder-fired missile attacks on U.S. commercial aircraft.,,,,,,,,,,,
main-news,MSRpar,2012test,358,1.75,Tamil parties blame the Liberation Tigers of Tamil Eelam (LTTE) for these killings.,The government wanted to revive talks with the Liberation Tigers of Tamil Eelam (LTTE) to discuss the interim structure.,,,,,,,,,,,
main-news,MSRpar,2012test,359,3.25,Two of the Britons Sandy Mitchell from Glasgow and Glasgow-born William Sampson face the death penalty.,Sandy Mitchell 44 from Kirkintilloch Glasgow and William Sampson a British citizen born in Glasgow face beheading in public.,,,,,,,,,,,
main-news,MSRpar,2012test,360,3,He urged patience from Americans eager for the service which is intended to block about 80 percent of telemarketing calls.,The free service was originally intended to block about 80 percent of telemarketer calls.,,,,,,,,,,,
main-news,MSRpar,2012test,362,3.6,Jordan Green the prelate's private lawyer said he had no comment.,O'Brien's attorney Jordan Green declined to comment.,,,,,,,,,,,
main-news,MSRpar,2012test,363,3.4,Mr Hadley who has a new partner and child said: I am absolutely delighted.,In a statement issued by his solicitors Mr Hadley said: I am absolutely delighted with the outcome of proceedings.,,,,,,,,,,,
main-news,MSRpar,2012test,364,3.25,The losses occurred overnight in Willow Canyon one of three areas in the Santa Catalina Mountains threatened by the 2-week-old fire that already had blackened 70000 acres.,The losses occurred overnight in Willow Canyon one of three areas in the Santa Catalina Mountains threatened by the resurgent Aspen fire.,,,,,,,,,,,
main-news,MSRpar,2012test,365,3.5,We do not want to stand by and let a credit card lynching take place declared Rep. Major Owens (D-Brooklyn).,We don't want to stand by and see a credit card lynching take place he said.,,,,,,,,,,,
main-news,MSRpar,2012test,367,3.786,"However, commercial use of the 2.6.0 kernel is still months off for most customers.",Commercial releases of the 2.6 kernel by major Linux distributors still remain months away.,,,,,,,,,,,
main-news,MSRpar,2012test,368,0.8,"The broader Standard & Poor's 500 Index .SPX advanced 2 points, or 0.24 percent, to 977.","The Nasdaq Composite Index .IXIC was off 6.52 points, or 0.39 percent, at 1,645.66.",,,,,,,,,,,
main-news,MSRpar,2012test,369,2.4,Two officials initially said about 300 workers had been arrested at 61 stores in 21 states.,But the officials later revised the numbers and said about 250 had been arrested at some 60 stores.,,,,,,,,,,,
main-news,MSRpar,2012test,370,3.2,This deal makes sense for both companies Halla said in a prepared statement.,"Brian Halla, CEO of NatSemi, claimed the deal made sense for both companies.",,,,,,,,,,,
main-news,MSRpar,2012test,371,4.923,"Fifty-seven senators, including 24 Republicans, have signed the letter.","Of those who signed the letter, 57 are senators, including 24 Republicans.",,,,,,,,,,,
main-news,MSRpar,2012test,373,2.6,"Five more human cases of West Nile virus, were reported by the Mesa County Health Department on Wednesday.","As of this week, 103 human West Nile cases in 45 counties had been reported to the health department.",,,,,,,,,,,
main-news,MSRpar,2012test,374,4,Mr. Manuel and his group entered the United States by walking across the bridge linking Matamoros and Brownsville.,"Manuel and his group entered the US the same way thousands of people do every day, by walking across the bridge between Matamoros and Brownsville.",,,,,,,,,,,
main-news,MSRpar,2012test,375,3,"Under NASD regulations, Mr. Young can file a response and request a hearing before an NASD panel.","The analyst, already let go by Merrill, can request a hearing before a NASD panel.",,,,,,,,,,,
main-news,MSRpar,2012test,377,3.2,"The president began his speech by acknowledging the terrorist attacks in Saudi Arabia that killed at least 29 people, including seven Americans.","Bush, however, also lashed out at the terrorist bombings in Saudi Arabia that killed at least 29 people -- including a number of Americans.",,,,,,,,,,,
main-news,MSRpar,2012test,379,3.2,I??m very proud of the citizens of this state Gov. John Baldacci said after votes from Tuesday??s referendum were counted.,"I'm very proud of the citizens of this state  said Gov. John Baldacci, a casino foe.",,,,,,,,,,,
main-news,MSRpar,2012test,380,3.4,"Among three major candidates, Schwarzenegger is wining the battle for independents and crossover voters.",Schwarzenegger picks up more independents and crossover voters than Bustamante.,,,,,,,,,,,
main-news,MSRpar,2012test,381,2.6,"He will replace Ron Dittemore, who announced his resignation April 23.",Dittemore announced his plans to resign on April 23.,,,,,,,,,,,
main-news,MSRpar,2012test,382,4.571,Selenski had previously spent seven years in prison on a bank robbery conviction.,Selenski had served about seven years in prison for bank robbery.,,,,,,,,,,,
main-news,MSRpar,2012test,383,3.4,"Maddox, 87, cracked two ribs when he fell about 10 days ago at an assisted living home where he was recovering from intestinal surgery, Virginia Carnes said.","Maddox, who had battled cancer since 1983, cracked two ribs earlier this month when he fell at an assisted living home where he was recovering from surgery.",,,,,,,,,,,
main-news,MSRpar,2012test,384,2.25,"Graham, a presidential candidate, was criticized by several Republicans as ''politicizing'' the report.","Graham, who co-chaired the inquiry, is a presidential candidate.",,,,,,,,,,,
main-news,MSRpar,2012test,385,3.5,"In 2002, Linksys overtook Cisco Systems as the leading wireless equipment vendor, accounting for 14.1 percent of revenue.",Rolfe said Linksys overtook Cisco Systems last year as the leading supplier of WLAN equipment.,,,,,,,,,,,
main-news,MSRpar,2012test,386,2.75,Schools that fail to meet state goals for three years in a row must offer tutoring in addition to transfers.,Schools that don't meet the testing goals for two years in a row must offer transfers.,,,,,,,,,,,
main-news,MSRpar,2012test,387,4.75,Tampering with medicine has been so lucrative that many of those arrested lived in million-dollar homes.,"Tampering with medicine apparently was so lucrative, investigators said, that many of the suspects lived in million-dollar homes.",,,,,,,,,,,
main-news,MSRpar,2012test,390,4.5,Mr Howard said he also had faith in the system under which Hicks could be tried.,"Mr Howard also said yesterday that Hicks would be fairly treated, saying he had faith in the US justice system.",,,,,,,,,,,
main-news,MSRpar,2012test,392,3.167,"Smugglers in a van chased down a pickup and SUV carrying other smugglers and illegal immigrants, said Pinal County Sheriff Roger Vanderpool.","People in a van opened fire on a pickup and SUV believed to be transporting illegal immigrants, said Pinal County Sheriff Roger Vanderpool.",,,,,,,,,,,
main-news,MSRpar,2012test,393,4.5,"The trial, featuring 125 witnesses, could continue until the start of 2004.","The trial, which could last until early 2004, is expected to hear the first of 125 witnesses Friday.",,,,,,,,,,,
main-news,MSRpar,2012test,394,4.75,"The computers were reportedly located in the U.S., Canada and South Korea.","The PCs are scattered across the United States, Canada and South Korea.",,,,,,,,,,,
main-news,MSRpar,2012test,395,2.75,"The vulnerability affects Windows NT 4.0, NT 4.0 Terminal Services Edition, XP and 2000, as well as Windows Server 2003.","Microsoft issued a patch for the vulnerability, which affects Windows NT 4.0, Windows NT 4.0 Terminal Services Edition, Windows 2000, Windows XP and Windows Server 2003.",,,,,,,,,,,
main-news,MSRpar,2012test,396,3.2,"The additional contribution brings total U.S. food aid to North Korea this year to 100,000 tonnes.","The donation of 60,000 tons brings the total of U.S. contributions for the year to 100,000.",,,,,,,,,,,
main-news,MSRpar,2012test,397,2.6,The European Union banned the import of genetically modified food in 1998; the United States is now demanding that the EU end its ban.,The union banned the import of genetically modified food in 1998 after many consumers feared health risks.,,,,,,,,,,,
main-news,MSRpar,2012test,398,4.4,He projected Vanderpool will be available within the next five years.,"Products featuring Vanderpool will be released within five years, he said.",,,,,,,,,,,
main-news,MSRpar,2012test,399,3,Annika Sorenstam gets her first opportunity to test that objective this week at the McDonald's LPGA Championship.,"The appetizer devoured, Annika Sorenstam moves on to the entree this week at the McDonald's LPGA Championship.",,,,,,,,,,,
main-news,MSRpar,2012test,400,0.944,"The broader Standard & Poor's 500 Index .SPX gained 3 points, or 0.39 percent, at 924.","The technology-laced Nasdaq Composite Index <.IXIC> rose 6 points, or 0.41 percent, to 1,498.",,,,,,,,,,,
main-news,MSRpar,2012test,404,4,"Cisco has signed similar deals with AT&T Corp. T.N , SBC Communications Inc. SBC.N and Sprint Corp. FON.N .","Cisco has similar relationships with BellSouth competitors SBC Communications, AT&T and Sprint Communications.",,,,,,,,,,,
main-news,MSRpar,2012test,406,3.8,"Harris and Klebold killed 12 students and a teacher before taking their own lives on April 20, 1999.","Harris and Klebold killed 12 students, a teacher and themselves at the school.",,,,,,,,,,,
main-news,MSRpar,2012test,407,4.2,We condemn the Governing Council headed by the United States Muqtada al Sadr said in a sermon at a mosque.,We condemn and denounce the Governing Council which is headed by the United States Moqtada al-Sadr said.,,,,,,,,,,,
main-news,MSRpar,2012test,409,4.2,"In a statement distributed Friday, 28 Chechen non-governmental organizations said they would boycott the vote.","In a statement distributed today, 28 Chechen non-governmental organisations said they would boycott the vote and warned voters to expect fraud.",,,,,,,,,,,
main-news,MSRpar,2012test,410,2.6,"The state's population was 6,080,485 in 2000, according to the U.S. census.","Between 1960 and 2000, however, the state's population grew by 30.4 percent to 6,080,485.",,,,,,,,,,,
main-news,MSRpar,2012test,411,3.056,July 18: Hurlbert files a single count of felony sexual assault against Bryant.,"Bryant, 24, has been charged with felony sexual assault.",,,,,,,,,,,
main-news,MSRpar,2012test,412,4.75,"St. Paul Chairman and Chief Executive Jay S. Fishman, 51, will be CEO of the combined company.","Jay Fishman, 51, chairman and chief executive of St Paul, will be chief executive of the combined company.",,,,,,,,,,,
main-news,MSRpar,2012test,414,3.25,"Instead, Weida decided that Meester's case on charges of rape, sodomy, indecent assault and providing alcohol to minors should proceed to a court-martial.","Douglas Meester, 20, is charged with rape, sodomy, indecent assault, and providing alcohol to minors.",,,,,,,,,,,
main-news,MSRpar,2012test,416,3.4,"They made a similar discovery in Houston on another aircraft, Dallas-based Southwest said in a statement.",The airline said a similar discovery was made on the plane in Houston.,,,,,,,,,,,
main-news,MSRpar,2012test,417,3.75,Rosenthal declined comment on the Garrett situation Tuesday but said in a statement: We had a big contract negotiation.,The show's creator and executive producer Phil Rosenthal quipped in a statement: We had a big contract negotiation.,,,,,,,,,,,
main-news,MSRpar,2012test,418,2.6,With the power back on state workers headed back to their jobs Friday morning.,Pataki said if power was restored state workers would be back on the job Friday morning.,,,,,,,,,,,
main-news,MSRpar,2012test,420,2.4,The Nasdaq fell about 1.3% for the month snapping a seven-month winning streak.,The Nasdaq is down roughly 0.4 percent for the month on track to snap a 7-month streak of gains.,,,,,,,,,,,
main-news,MSRpar,2012test,421,3.2,The report was found Oct. 23 tucked inside an old three-ring binder not related to the investigation.,The report was found last week tucked inside a training manual that belonged to Hicks.,,,,,,,,,,,
main-news,MSRpar,2012test,424,3.4,On Saturday the International Committee of the Red Cross said it was temporarily closing its offices in Baghdad and Basra.,The International Committee of the Red Cross fearful for the safety of its staff operating in Iraq announced it was temporarily shutting its offices in Baghdad and Basra.,,,,,,,,,,,
main-news,MSRpar,2012test,425,2.4,The Ireland Palestine Solidarity Campaign of which Mr O Muireag?­in was a member,welcomed his release. The Ireland Palestine Solidarity Campaign of which he was a member said he was researching a schools exchange project.,,,,,,,,,,,
main-news,MSRpar,2012test,426,3.4,Glover said the killer used a peculiar slipknot on the ligature he used to strangle some of the victims.,Glover said the killer used a ``peculiar slipknot '' including a coaxial cable and an extension cord to strangle some of the victims.,,,,,,,,,,,
main-news,MSRpar,2012test,427,3.6,She said Jane Doe's lawyers asked Verizon to withhold her name because she was planning on challenging the subpoena.,"Jane Doe deciding to fight the subpoena asked Verizon to withhold her name.		",,,,,,,,,,,
main-news,MSRpar,2012test,429,3.4,In September a 27-year-old Singapore researcher contracted SARS while working in a laboratory., In a case in August a 27-year-old laboratory worker in Singapore developed SARS.,,,,,,,,,,,
main-news,MSRpar,2012test,430,4.818,A number below 50 suggests contraction in the manufacturing sector while a number above that indicates expansion.,A reading above 50 suggests growth in the sector while a number below that level indicates contraction.,,,,,,,,,,,
main-news,MSRpar,2012test,431,3.2,A lawsuit has been filed in an attempt to block the removal of the Ten Commandments monument from the building.,Supporters asked a federal court Monday to block the removal of a Ten Commandments monument from the Alabama Judicial Building.,,,,,,,,,,,
main-news,MSRpar,2012test,432,1.4,Britz earned $3.77 million in salary bonus and other compensation and Kinney earned $3.76 million.,Johnston made $5.8 million in salary and bonus in 2001 as president and as a part-time adviser earned $1 million in 2002.,,,,,,,,,,,
main-news,MSRpar,2012test,433,3,That truck was spotted in the Campbells Creek area fitting that description Morris said.,A black pickup truck was also seen in the Campbells Creek area Morris said.,,,,,,,,,,,
main-news,MSRpar,2012test,435,3.2,Chairman Michael Powell and FCC colleagues at the Wednesday hearing.,FCC chief Michael Powell presides over hearing Monday.,,,,,,,,,,,
main-news,MSRpar,2012test,436,1.8,The Dow Jones Industrial Average was up 0.3 per cent at 9886.75 while the Nasdaq Composite index was 0.4 per cent higher at 1986.97.,The Dow Jones Industrial Average rose 0.5 per cent at 9905.8 and the Nasdaq Composite added 0.7 per cent at 1995.1.,,,,,,,,,,,
main-news,MSRpar,2012test,437,3.8,Tehran has made clear it will only sign the Additional Protocol introducing such inspections if a ban on the import of civilian Western nuclear technology is lifted.,Tehran has made it clear it will only sign the protocol if a ban on imports of peaceful Western nuclear technology is lifted.,,,,,,,,,,,
main-news,MSRpar,2012test,438,4.6,Congress twice before passed similar restrictions only to see President Bill Clinton veto them.,Congress twice passed similar bills but then-President Clinton vetoed them both times.,,,,,,,,,,,
main-news,MSRpar,2012test,439,2.8,But I would rather be talking about high standards than low standards.,I would rather be talking about positive numbers rather than negative.,,,,,,,,,,,
main-news,MSRpar,2012test,440,4.25,Under the program U.S. officials work with foreign port authorities to identify,target and search high-risk cargo.Under the program US officials work with foreign port authorities to seek out high-risk cargo before it can reach the United States.,,,,,,,,,,,
main-news,MSRpar,2012test,441,3,Niels told an interviewer in 1999 he thought the Old Man would outlive him by many years.In 1999 two years before his death,Mr. Nielsen told an interviewer that he thought the rock face would outlive him by many years.,,,,,,,,,,,
main-news,MSRpar,2012test,442,0.75,One Capt. Doug McDonald remained hospitalized in critical condition on Thursday.,Her 20-year-old sister Allyson was severely burned and remained hospitalized in critical condition.,,,,,,,,,,,
main-news,MSRpar,2012test,443,4,On Wednesday the total of National Guard and Reserve members called to active duty worldwide stood at 154603.,As of yesterday the total number of National Guard and Reserve troops called to duty worldwide stood at 154603.,,,,,,,,,,,
main-news,MSRpar,2012test,444,3.6,During a period of nearly a decade Telemarketing Associates raised more than $7 million.,Telemarketing Associates hired by VietNow raised $7.1 million from 1987 to 1995.,,,,,,,,,,,
main-news,MSRpar,2012test,445,2.2,The bodies of former Invercargill man Warren Campbell 32 and climbing companion Jonathan Smith 47 were recovered from below Mt D'Archiac late yesterday morning.,Warren David Campbell 32 and climbing companion Jonathan Smith 47 did not return as expected on Tuesday from climbing on Mt D'Archiac in the McKenzie District.,,,,,,,,,,,
main-news,MSRpar,2012test,446,2.8,Mr. Geoghan had been living in a protective custody unit since being transferred to the prison on April 3.,He had been in protective custody since being transferred to Souza-Baranowski in April officials said.,,,,,,,,,,,
main-news,MSRpar,2012test,447,3.2,The 2000 Democratic platform supported the full inclusion of gay and lesbian families in the life of the nation.,The Democrat's 2000 platform didn't explicitly support gay marriages but backed the full inclusion of gay and lesbian families into the life of the nation.,,,,,,,,,,,
main-news,MSRpar,2012test,448,1.25,Its shares fell 71 cents or 3.5 percent in after-hours trading to $19.55.,The stock had risen 63 cents or 3 percent to close at $20.26 in regular-session Nasdaq trading.,,,,,,,,,,,
main-news,MSRpar,2012test,451,3,Hundreds of reporters and photographers swamped the courthouse grounds before the hearing which was carried live on national cable networks.,Hundreds of reporters and photographers swamped the town and the short hearing involving the five-time All-Star was carried live on national cable networks.,,,,,,,,,,,
main-news,MSRpar,2012test,452,2.2,AMD's chip sales jumped 7 percent year-on-year to $402 million.,Second-quarter sales grew 7 percent to $645 million from $600 million in 2002.,,,,,,,,,,,
main-news,MSRpar,2012test,455,3.6,Shelia Chaney Wilson seemed agitated when she came to help prepare for Turner Monumental A.M.E. Church's upcoming 104th anniversary celebration worshippers said.,Congregants of Turner Monumental AME Church said Shelia Chaney Wilson Congregants of Turner Monumental AME Church said Shelia Chaney Wilson 43 was agitated when she came to the church in the Kirkwood neighborhood on the city's east side.,,,,,,,,,,,
main-news,MSRpar,2012test,456,4,He was the Ace of Diamonds in a pack of cards depicting Iraqi fugitives that has been issued to U.S. troops.,He was the ace of diamonds in a U.S. deck of cards showing pictures of most-wanted Iraqi leaders.,,,,,,,,,,,
main-news,MSRpar,2012test,457,3,Miodrag Zivkovic of the Liberal Alliance of Montenegro won 31 percent of the vote while the independent Dragan Hajdukovic got 4 percent.,A pro-independence radical Miodrag Zivkovic of the Liberal Alliance came in second with 31 percent of the vote.,,,,,,,,,,,
main-news,MSRpar,2012test,458,3.75,So far Georgia has been returned all but $70000 of the money it wired.,Georgia has received all but $70000 of its money back with the help of the FBI.,,,,,,,,,,,
main-news,MSRpar,2012test,460,5,The island nation reported 65 new cases on May 22 a one day record and 55 new cases on May 23 making Taiwan's epidemic the fastest-growing in the world.,Taiwan reported 65 new cases on May 22 a one-day record and 55 new cases on May 23 making its epidemic the world's fastest-growing.,,,,,,,,,,,
main-news,MSRpar,2012test,461,3.2,Cubs outfielder Sammy Sosa was suspended for eight games by major league baseball Friday for using a corked bat.,Sammy Sosa was suspended for eight games by major league baseball Friday for using a corked bat and he immediately appealed the decision.,,,,,,,,,,,
main-news,MSRpar,2012test,462,3.2,Half of the women were given a daily dose of the drug and half took a placebo.,Half the women received a daily tablet of the combination oestrogen plus progestin while the rest were given a placebo.,,,,,,,,,,,
main-news,MSRpar,2012test,466,3,When police removed the four from the home they weighed 136 pounds combined.,Each boy weighed less than 50 pounds when they were removed from the home Oct. 10.,,,,,,,,,,,
main-news,MSRpar,2012test,468,3.6,While the Ibrahims had one separation operation Goodrich and Dr. David Staffenberg plan about three for the Aguirres with several weeks between each.,Instead of one long operation to separate the twins Goodrich and Dr. David Staffenberg plan about three with several weeks between each.,,,,,,,,,,,
main-news,MSRpar,2012test,469,4.2,The company has expanded into providing other services for buyers including payment services.,The company has expanded those basic services offering payment and even financing.,,,,,,,,,,,
main-news,MSRpar,2012test,470,1.8,The blasts killed two people and injured more than 150 others.,The Atlanta Olympic Games attack killed one woman and injured more than 100 other people.,,,,,,,,,,,
main-news,MSRpar,2012test,471,3.231,In 2001 President Bush named Kathy Gregg to the Student Loan Marketing Association board of directors.,In 2001 President Bush named her to the Student Loan Marketing Association the largest U.S. lender for students.,,,,,,,,,,,
main-news,MSRpar,2012test,472,3,The Boston Archdiocese has faced waves of scandal that have not only angered victims' advocates but parishioners and some priests.,The waves of scandal angered not only victims' advocates but parishioners and some priests to the point that Law could no longer run the archdiocese.,,,,,,,,,,,
main-news,MSRpar,2012test,473,3,A federal magistrate in Fort Lauderdale ordered him held without bail.,Zuccarini was ordered held without bail Wednesday by a federal judge in Fort Lauderdale Fla.,,,,,,,,,,,
main-news,MSRpar,2012test,474,3.75,The department's position threatens to alienate social conservatives who have provided strong political support for Mr. Ashcroft and President Bush.,The department's stance disappointed some abortion opponents and it threatens to alienate social conservatives who have provided strong political support for Ashcroft and President Bush.,,,,,,,,,,,
main-news,MSRpar,2012test,475,5,South Africa has the world's highest caseload with 4.7 million people infected with HIV or AIDS.,With 4.7 million people infected with HIV or AIDS South Africa has the world's highest AIDS caseload.,,,,,,,,,,,
main-news,MSRpar,2012test,476,3.4,In that position Elias will report to Joe Tucci president and CEO of EMC.,As executive vice president of new ventures Elias will report to Joe Tucci EMC's president and chief executive.,,,,,,,,,,,
main-news,MSRpar,2012test,477,3.2,The new Army Commander is the Masaka Armoured Brigade commanding officer Brigadier Aronda Nyakairima who is now promoted to major general.,PRESIDENT Yoweri Museveni has promoted Brigadier Aronda Nyakairima to Major General and named him Army Commander.,,,,,,,,,,,
main-news,MSRpar,2012test,479,2.8,Mailblocks was founded five years after WebTV was acquired by Microsoft for $425 million.,WebTV was sold to Microsoft in 1997 for $425 million and today is called MSN TV.,,,,,,,,,,,
main-news,MSRpar,2012test,482,2.8,The Metropolitan Transportation Authority was given two weeks to restore the $1.50 fare and the old commuter railroad rates York declared.,The Metropolitan Transportation Authority which plans to appeal was given until May 28 to restore the old subway and bus fare and the old commuter railroad rates.,,,,,,,,,,,
main-news,MSRpar,2012test,484,4.6,Today we are trying to convey this problem to Russian President Vladimir Putin and US President George W Bush.,Today we are trying to convey this problem to Russian President Vladimir Putin (news - web sites) and President Bush (news - web sites).,,,,,,,,,,,
main-news,MSRpar,2012test,485,3.2,The state wants to kill the wolves in approximately a 1700-square-mile area near the village of McGrath.,The state wants to kill the wolves in approximately a 1700-square-mile area near McGrath to establish a moose nursery of sorts.,,,,,,,,,,,
main-news,MSRpar,2012test,486,3,Peterson told police he fished alone in San Francisco Bay on Christmas Eve returning to an empty house.,Peterson told police he left his wife at about 9:30 a.m. on Dec. 24 to fish alone in San Francisco Bay.,,,,,,,,,,,
main-news,MSRpar,2012test,487,3.8,The Fed's Empire State survey far exceeded expectations by jumping to 26.8 in June a record high from 10.6 in May.,Prices had pulled back from offshore highs when the Empire State survey far exceeded expectations by jumping to 26.8 in June a record high from 10.6 in May.,,,,,,,,,,,
main-news,MSRpar,2012test,489,4.5,Det Chief Insp Norman McKinlay said there was evidence a body or bodies have been in this area.,Detective Chief Inspector Norman McKinlay leading the investigation said: There is evidence a body or bodies have been in this area.,,,,,,,,,,,
main-news,MSRpar,2012test,491,3,Board Chancellor Robert Bennett declined to comment on personnel matters Tuesday as did Mills.,Mr. Mills declined to comment yesterday saying that he never discussed personnel matters.,,,,,,,,,,,
main-news,MSRpar,2012test,492,4.727,General Jeffrey said he would donate his military pension to charity for the period he was in office at Yarralumla.,Maj-Gen Jeffery said he would give his military pension to charity while he served at Yarralumla.,,,,,,,,,,,
main-news,MSRpar,2012test,493,3.8,Tampa Bay manager Lou Piniella bench coach John McLaren and right fielder Aubrey Huff were ejected for arguing after Huff was called out on strikes to end the ninth.,Tampa Bay manager Lou Piniella bench coach John McLaren and Huff all were ejected in the middle of the ninth.,,,,,,,,,,,
